Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A686440,,08/21/2014 11:00:00 PM,08/21/2014 11:00:00 PM,13034 Pond Springs in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Black,,08/22/2014 11:23:00 AM,08/22/2014 11:23:00 AM,07/22/2014,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Black,0.0
A807754,Rosebud,10/29/2019 11:38:00 AM,10/29/2019 11:38:00 AM,8100 Tapo Lane in Austin (TX),Stray,Normal,Dog,Intact Female,4 months,Rat Terrier,White/Black,Rosebud,11/02/2019 05:27:00 PM,11/02/2019 05:27:00 PM,05/30/2019,Dog,Spayed Female,5 months,Rat Terrier,White/Black,0.0
A751827,*Marisella,06/13/2017 02:50:00 PM,06/13/2017 02:50:00 PM,4708 Brassiewood in Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie,*Marisella,06/17/2017 05:01:00 PM,06/17/2017 05:01:00 PM,04/21/2017,Cat,Spayed Female,1 month,Domestic Shorthair Mix,Tortie,0.0
A780726,,09/19/2018 01:36:00 PM,09/19/2018 01:36:00 PM,902 B Sirocco Drive in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Blue,,09/27/2018 06:45:00 PM,09/27/2018 06:45:00 PM,07/19/2018,Cat,Intact Male,2 months,Domestic Shorthair Mix,Blue,0.0
A710820,Princess,08/28/2015 12:10:00 PM,08/28/2015 12:10:00 PM,2507 E Riverside Dr in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Cairn Terrier Mix,Tan/White,Princess,08/29/2015 05:08:00 PM,08/29/2015 05:08:00 PM,08/28/2014,Dog,Spayed Female,1 year,Cairn Terrier Mix,Tan/White,0.0
A733682,*Miranda,08/25/2016 05:20:00 PM,08/25/2016 05:20:00 PM,3101 West Terrace in Austin (TX),Owner Surrender,Sick,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby,*Miranda,09/23/2016 07:00:00 PM,09/23/2016 07:00:00 PM,08/25/2014,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby,0.0
A675213,Yoruichi,03/25/2014 11:12:00 AM,03/25/2014 11:12:00 AM,1301 Parker Lane in Austin (TX),Stray,Normal,Cat,Intact Female,4 months,Domestic Shorthair Mix,Black,Yoruichi,03/30/2014 07:03:00 PM,03/30/2014 07:03:00 PM,10/25/2013,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Black,0.0
A739123,,11/28/2016 12:40:00 PM,11/28/2016 12:40:00 PM,Marigold And Blue Bell Circle in Austin (TX),Stray,Normal,Cat,Neutered Male,8 months,Domestic Shorthair Mix,Orange Tabby,,11/29/2016 09:00:00 AM,11/29/2016 09:00:00 AM,03/28/2016,Cat,Neutered Male,8 months,Domestic Shorthair Mix,Orange Tabby,0.0
A707000,,07/06/2015 02:54:00 PM,07/06/2015 02:54:00 PM,7020 Easywind Drive in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Blue/White,,07/10/2015 12:06:00 PM,07/10/2015 12:06:00 PM,04/14/2015,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue/White,0.0
A682709,Endo,07/03/2014 11:36:00 AM,07/03/2014 11:36:00 AM,Austin (TX),Public Assist,Normal,Dog,Neutered Male,5 years,Boxer Mix,White/Black,Endo,07/12/2014 01:37:00 PM,07/12/2014 01:37:00 PM,01/01/2009,Dog,Neutered Male,5 years,Boxer Mix,White/Black,0.0
A729780,*Sheba,06/23/2016 06:17:00 PM,06/23/2016 06:17:00 PM,18100 Park Dr in Jonestown (TX),Stray,Normal,Dog,Spayed Female,6 years,German Shepherd Mix,Sable,*Sheba,07/20/2016 05:04:00 PM,07/20/2016 05:04:00 PM,06/27/2009,Dog,Spayed Female,7 years,German Shepherd Mix,Sable,0.0
A699624,,03/30/2015 06:57:00 PM,03/30/2015 06:57:00 PM,304 E. 3Rd St in Austin (TX),Stray,Normal,Other,Unknown,5 months,Bat,Brown,,04/01/2015 07:32:00 PM,04/01/2015 07:32:00 PM,09/30/2014,Other,Unknown,6 months,Bat,Brown,1.0
A781153,*Buckbeak,09/25/2018 11:52:00 AM,09/25/2018 11:52:00 AM,8630 North Lamar Boulevard in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Pit Bull Mix,Black/White,*Buckbeak,05/28/2019 02:48:00 PM,05/28/2019 02:48:00 PM,10/31/2014,Dog,Neutered Male,4 years,Pit Bull Mix,Black/White,0.0
A607663,Chopper,10/24/2015 12:12:00 PM,10/24/2015 12:12:00 PM,400 Alpine Road in Austin (TX),Stray,Normal,Dog,Neutered Male,7 years,Catahoula/Plott Hound,Brown Brindle/White,Chopper,12/11/2014 01:07:00 PM,12/11/2014 01:07:00 PM,08/10/2008,Dog,Neutered Male,6 years,Catahoula/Plott Hound,Brown Brindle/White,0.0
A718506,Hatch,09/06/2016 03:23:00 PM,09/06/2016 03:23:00 PM,1101 Springdale Rd in Austin (TX),Stray,Normal,Dog,Spayed Female,14 years,Yorkshire Terrier Mix,Tan,Hatch,09/16/2016 02:58:00 PM,09/16/2016 02:58:00 PM,01/01/2002,Dog,Spayed Female,14 years,Yorkshire Terrier Mix,Tan,0.0
A799508,,07/09/2019 03:39:00 PM,07/09/2019 03:39:00 PM,Loyola Lane in Austin (TX),Stray,Normal,Dog,Intact Male,4 weeks,Rottweiler,Black/Brown,,07/19/2019 11:27:00 AM,07/19/2019 11:27:00 AM,06/09/2019,Dog,Intact Male,1 month,Rottweiler,Black/Brown,0.0
A746979,Teddy,04/12/2017 10:06:00 AM,04/12/2017 10:06:00 AM,7601 Daffan Ln in Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Brown Brindle,Teddy,04/14/2017 02:34:00 PM,04/14/2017 02:34:00 PM,02/12/2016,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Brown Brindle,0.0
A795906,,05/25/2019 05:15:00 PM,05/25/2019 05:15:00 PM,3400 Harmon Ave in Austin (TX),Stray,Sick,Dog,Spayed Female,6 years,Chihuahua Shorthair,Tan,,05/29/2019 02:24:00 PM,05/29/2019 02:24:00 PM,05/25/2013,Dog,Spayed Female,6 years,Chihuahua Shorthair,Tan,0.0
A800061,Paisley,07/15/2019 04:50:00 PM,07/15/2019 04:50:00 PM,1801 S Lakeshore in Austin (TX),Stray,Normal,Dog,Intact Female,6 months,Pit Bull Mix,Gray,Paisley,07/23/2019 06:58:00 PM,07/23/2019 06:58:00 PM,12/16/2018,Dog,Spayed Female,7 months,Pit Bull Mix,Gray,0.0
A679233,Chispita,05/17/2014 04:14:00 PM,05/17/2014 04:14:00 PM,Treys Way in Austin (TX),Stray,Other,Dog,Intact Female,11 months,Miniature Poodle/Lhasa Apso,Black/White,Chispita,05/22/2014 05:37:00 PM,05/22/2014 05:37:00 PM,06/04/2013,Dog,Spayed Female,11 months,Miniature Poodle/Lhasa Apso,Black/White,0.0
A705054,,06/12/2015 02:16:00 PM,06/12/2015 02:16:00 PM,3816 S Lamar Blvd in Austin (TX),Stray,Injured,Cat,Unknown,1 year,Domestic Shorthair Mix,Blue/White,,06/12/2015 03:14:00 PM,06/12/2015 03:14:00 PM,06/12/2014,Cat,Unknown,1 year,Domestic Shorthair Mix,Blue/White,1.0
A730094,,06/28/2016 12:15:00 PM,06/28/2016 12:15:00 PM,7703 Williamson Creek Dr in Austin (TX),Stray,Nursing,Cat,Intact Female,2 days,Domestic Shorthair Mix,Tortie,,06/28/2016 01:30:00 PM,06/28/2016 01:30:00 PM,06/26/2016,Cat,Intact Female,2 days,Domestic Shorthair Mix,Tortie,0.0
A682522,Pixie,06/29/2014 10:25:00 AM,06/29/2014 10:25:00 AM,4434 Frontier Trail in Austin (TX),Stray,Injured,Cat,Intact Female,3 months,Domestic Shorthair Mix,Brown Tabby,Pixie,07/22/2014 06:02:00 PM,07/22/2014 06:02:00 PM,03/29/2014,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby,0.0
A747609,*Dumpling,04/22/2017 11:56:00 AM,04/22/2017 11:56:00 AM,6855 E Hwy 290 in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Black,*Dumpling,06/10/2017 03:25:00 PM,06/10/2017 03:25:00 PM,03/29/2017,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black,0.0
A713920,*Wren,10/15/2015 11:03:00 AM,10/15/2015 11:03:00 AM,7655 Ranch Rd 620 N in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby,*Wren,12/16/2015 04:20:00 PM,12/16/2015 04:20:00 PM,08/31/2015,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby,0.0
A805642,Babette,09/29/2019 06:14:00 PM,09/29/2019 06:14:00 PM,Compass Drive in Austin (TX),Stray,Normal,Dog,Intact Female,3 months,Chihuahua Shorthair Mix,Tan/White,Babette,10/07/2019 04:11:00 PM,10/07/2019 04:11:00 PM,06/29/2019,Dog,Spayed Female,3 months,Chihuahua Shorthair Mix,Tan/White,0.0
A711225,Mason,09/04/2015 08:08:00 AM,09/04/2015 08:08:00 AM,600 E 53Rd St #101 in Austin (TX),Stray,Normal,Cat,Intact Male,6 months,Domestic Medium Hair Mix,Orange Tabby,Mason,09/09/2015 10:47:00 AM,09/09/2015 10:47:00 AM,03/04/2015,Cat,Neutered Male,6 months,Domestic Medium Hair Mix,Orange Tabby,0.0
A676877,Gretel,04/16/2014 01:29:00 PM,04/16/2014 01:29:00 PM,Springdale And 12Th in Austin (TX),Stray,Normal,Dog,Spayed Female,5 years,Pug Mix,Black,Gretel,04/16/2014 06:25:00 PM,04/16/2014 06:25:00 PM,04/16/2009,Dog,Spayed Female,5 years,Pug Mix,Black,0.0
A715050,Scrappypower,10/30/2015 09:02:00 PM,10/30/2015 09:02:00 PM,Quicksilver & S Pleasant Valley in Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Brown,Scrappypower,11/10/2015 06:16:00 PM,11/10/2015 06:16:00 PM,10/30/2013,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Brown,0.0
A679193,Tyrian,05/17/2014 12:47:00 PM,05/17/2014 12:47:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White,Tyrian,05/25/2014 12:44:00 PM,05/25/2014 12:44:00 PM,03/17/2014,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White,0.0
A767522,,03/02/2018 04:01:00 PM,03/02/2018 04:01:00 PM,Bittern Hollow And W Braker Lane in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Plott Hound Mix,Black/White,,03/03/2018 09:54:00 AM,03/03/2018 09:54:00 AM,01/02/2018,Dog,Intact Female,1 month,Plott Hound Mix,Black/White,0.0
A772729,*Uno,05/22/2018 07:01:00 PM,05/22/2018 07:01:00 PM,8504 Linden Loop in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Pit Bull/German Shepherd,Brown/Black,*Uno,05/25/2018 11:27:00 AM,05/25/2018 11:27:00 AM,04/08/2018,Dog,Intact Male,1 month,Pit Bull/German Shepherd,Brown/Black,0.0
A792341,,04/09/2019 02:01:00 PM,04/09/2019 02:01:00 PM,20630 Coupland in Travis (TX),Stray,Normal,Dog,Intact Male,1 month,Pit Bull Mix,White/Black,,04/10/2019 11:49:00 AM,04/10/2019 11:49:00 AM,02/10/2019,Dog,Intact Male,1 month,Pit Bull Mix,White/Black,0.0
A677397,*Muffin,04/24/2014 05:04:00 PM,04/24/2014 05:04:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,9 months,Domestic Shorthair Mix,Torbie,*Muffin,05/07/2014 02:52:00 PM,05/07/2014 02:52:00 PM,06/24/2013,Cat,Spayed Female,10 months,Domestic Shorthair Mix,Torbie,0.0
A417737,Trixie,08/19/2018 11:42:00 AM,08/19/2018 11:42:00 AM,6807 Duquesne Drive in Austin (TX),Stray,Normal,Dog,Spayed Female,14 years,Chihuahua Longhair Mix,Tan/White,Trixie,08/03/2019 02:26:00 PM,08/03/2019 02:26:00 PM,07/20/2004,Dog,Spayed Female,15 years,Chihuahua Longhair Mix,Tan/White,0.0
A664932,,10/11/2013 10:57:00 AM,10/11/2013 10:57:00 AM,111 Old Bastrop Hwy in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Chihuahua Longhair Mix,White/Brown,,10/16/2013 05:11:00 PM,10/16/2013 05:11:00 PM,10/15/2010,Dog,Intact Female,3 years,Chihuahua Longhair Mix,White/Brown,0.0
A795548,*Molly,05/21/2019 06:38:00 PM,05/21/2019 06:38:00 PM,1115 Seay Street in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Longhair Mix,Torbie/White,*Molly,06/22/2019 04:51:00 PM,06/22/2019 04:51:00 PM,04/21/2019,Cat,Spayed Female,2 months,Domestic Longhair Mix,Torbie/White,0.0
A801158,Harper,07/31/2019 04:58:00 PM,07/31/2019 04:58:00 PM,Imperial Drive And Kings Court in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Belgian Malinois Mix,Black/Brown,Harper,08/05/2019 07:00:00 PM,08/05/2019 07:00:00 PM,05/31/2019,Dog,Intact Female,2 months,Belgian Malinois Mix,Black/Brown,0.0
A713677,,10/10/2015 04:59:00 PM,10/10/2015 04:59:00 PM,Nash Hernandez Senior Rd And Comal in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Tricolor,,10/13/2015 11:54:00 AM,10/13/2015 11:54:00 AM,10/10/2013,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Tricolor,0.0
A672612,,02/13/2014 04:53:00 PM,02/13/2014 04:53:00 PM,1011 Vargas in Austin (TX),Stray,Injured,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby/White,,02/13/2014 05:22:00 PM,02/13/2014 05:22:00 PM,02/13/2012,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby/White,1.0
A689041,,09/28/2014 01:24:00 PM,09/28/2014 01:24:00 PM,1101 Wheatley Ave in Austin (TX),Stray,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Black,,09/28/2014 03:46:00 PM,09/28/2014 03:46:00 PM,09/11/2014,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Black,0.0
A771854,Becker,05/11/2018 07:22:00 AM,05/11/2018 07:22:00 AM,Gracy Farms in Austin (TX),Stray,Injured,Dog,Neutered Male,11 years,Greyhound,Tan/White,Becker,05/11/2018 12:47:00 PM,05/11/2018 12:47:00 PM,05/11/2007,Dog,Neutered Male,11 years,Greyhound,Tan/White,0.0
A799879,Luna,07/13/2019 11:10:00 AM,07/13/2019 11:10:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 month,Yorkshire Terrier Mix,Black/White,Luna,07/13/2019 02:34:00 PM,07/13/2019 02:34:00 PM,05/13/2019,Dog,Intact Female,1 month,Yorkshire Terrier Mix,Black/White,0.0
A728168,Palomo,12/07/2016 08:53:00 AM,12/07/2016 08:53:00 AM,Hwy 130 And Elroy Rd in Del Valle (TX),Stray,Normal,Dog,Neutered Male,1 year,Great Pyrenees Mix,Cream,Palomo,12/07/2016 03:32:00 PM,12/07/2016 03:32:00 PM,05/31/2015,Dog,Neutered Male,1 year,Great Pyrenees Mix,Cream,0.0
A756491,Blacky,08/20/2017 02:27:00 PM,08/20/2017 02:27:00 PM,8500 Valleyfield in Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Black/Black,Blacky,10/17/2017 12:00:00 AM,10/17/2017 12:00:00 AM,08/20/2014,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Black/Black,0.0
A643529,*Willie,03/20/2014 01:36:00 PM,03/20/2014 01:36:00 PM,5420 Killingsworth in Travis (TX),Stray,Normal,Dog,Neutered Male,1 year,Australian Cattle Dog Mix,Red/White,*Willie,04/19/2014 04:15:00 PM,04/19/2014 04:15:00 PM,10/11/2012,Dog,Neutered Male,1 year,Australian Cattle Dog Mix,Red/White,0.0
A732135,,08/03/2016 06:51:00 AM,08/03/2016 06:51:00 AM,12109 Twin Creek in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby/White,,08/07/2016 05:52:00 PM,08/07/2016 05:52:00 PM,05/31/2016,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White,0.0
A727210,Negra,05/19/2016 05:54:00 PM,05/19/2016 05:54:00 PM,W William Cannon Dr & S 1St St in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Rat Terrier Mix,Black/Brown,Negra,05/23/2016 06:36:00 PM,05/23/2016 06:36:00 PM,05/20/2014,Dog,Intact Female,2 years,Rat Terrier Mix,Black/Brown,0.0
A722795,,03/22/2016 01:15:00 PM,03/22/2016 01:15:00 PM,4301 N I-H-35 in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown,,03/22/2016 03:07:00 PM,03/22/2016 03:07:00 PM,03/22/2015,Other,Unknown,1 year,Bat Mix,Brown,1.0
A751543,Bella,06/09/2017 01:25:00 PM,06/09/2017 01:25:00 PM,2011 E 6Th St in Austin (TX),Public Assist,Normal,Dog,Intact Female,5 years,Dachshund Mix,Black/Brown,Bella,06/30/2017 05:09:00 PM,06/30/2017 05:09:00 PM,06/09/2012,Dog,Intact Female,5 years,Dachshund Mix,Black/Brown,0.0
A540861,Wesley,07/11/2019 01:17:00 PM,07/11/2019 01:17:00 PM,Taylor Lane in Manor (TX),Stray,Normal,Dog,Neutered Male,12 years,Pembroke Welsh Corgi,Tricolor,Wesley,07/11/2019 02:56:00 PM,07/11/2019 02:56:00 PM,04/19/2007,Dog,Neutered Male,12 years,Pembroke Welsh Corgi,Tricolor,0.0
A679184,,05/17/2014 12:26:00 PM,05/17/2014 12:26:00 PM,1614 Holly St in Austin (TX),Wildlife,Sick,Other,Unknown,1 year,Raccoon,Gray/Black,,05/17/2014 12:54:00 PM,05/17/2014 12:54:00 PM,05/17/2013,Other,Unknown,1 year,Raccoon,Gray/Black,1.0
A705789,,06/21/2015 01:31:00 PM,06/21/2015 01:31:00 PM,1600 Man-O-War in Del Valle (TX),Stray,Normal,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Brown Tabby,,06/21/2015 04:53:00 PM,06/21/2015 04:53:00 PM,05/21/2015,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Brown Tabby,0.0
A751723,,06/11/2017 06:18:00 PM,06/11/2017 06:18:00 PM,4600 Cactus in Austin (TX),Wildlife,Normal,Other,Unknown,1 month,Bat Mix,Red,,06/12/2017 09:00:00 AM,06/12/2017 09:00:00 AM,04/11/2017,Other,Unknown,2 months,Bat Mix,Red,1.0
A683233,*Lucas,07/09/2014 12:58:00 PM,07/09/2014 12:58:00 PM,14811 Chicadee in Pflugerville (TX),Public Assist,Normal,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby/White,*Lucas,08/06/2014 02:37:00 PM,08/06/2014 02:37:00 PM,07/08/2013,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby/White,0.0
A695566,,01/18/2015 08:48:00 AM,01/18/2015 08:48:00 AM,10811 Macmora in Austin (TX),Wildlife,Injured,Other,Unknown,1 year,Opossum,White/Gray,,01/18/2015 09:46:00 AM,01/18/2015 09:46:00 AM,01/18/2014,Other,Unknown,1 year,Opossum,White/Gray,1.0
A747811,*Bonbon,04/25/2017 10:37:00 AM,04/25/2017 10:37:00 AM,Austin (TX),Owner Surrender,Sick,Other,Intact Female,1 year,Lop-Holland Mix,Blue,*Bonbon,04/28/2017 08:02:00 AM,04/28/2017 08:02:00 AM,04/25/2016,Other,Intact Female,1 year,Lop-Holland Mix,Blue,0.0
A763049,Hailey,12/02/2017 11:01:00 AM,12/02/2017 11:01:00 AM,4300 Speedway in Austin (TX),Public Assist,Normal,Dog,Spayed Female,2 years,Rottweiler Mix,Brown/Black,Hailey,12/02/2017 05:08:00 PM,12/02/2017 05:08:00 PM,12/02/2015,Dog,Spayed Female,2 years,Rottweiler Mix,Brown/Black,0.0
A704333,Oso,06/05/2015 05:08:00 PM,06/05/2015 05:08:00 PM,4715 Cedargrove Dr in Austin (TX),Public Assist,Normal,Dog,Neutered Male,7 months,Chihuahua Longhair/Maltese,Buff,Oso,06/13/2015 05:24:00 PM,06/13/2015 05:24:00 PM,10/05/2014,Dog,Neutered Male,8 months,Chihuahua Longhair/Maltese,Buff,0.0
A698817,*Charlie,03/18/2015 02:07:00 PM,03/18/2015 02:07:00 PM,Riverside And Pleasant Valley in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair,Tricolor,*Charlie,03/22/2015 05:49:00 PM,03/22/2015 05:49:00 PM,03/18/2014,Dog,Neutered Male,1 year,Chihuahua Shorthair,Tricolor,0.0
A710029,Leighla,08/16/2015 11:40:00 AM,08/16/2015 11:40:00 AM,Redwater Dr And Manchaca Rd in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Labrador Retriever/Pit Bull,Brown/White,Leighla,08/22/2015 12:43:00 PM,08/22/2015 12:43:00 PM,06/01/2015,Dog,Spayed Female,2 months,Labrador Retriever/Pit Bull,Brown/White,0.0
A808713,Mindy,11/12/2019 04:48:00 PM,11/12/2019 04:48:00 PM,3300 Killingsworth Ln in Travis (TX),Stray,Normal,Dog,Spayed Female,8 years,Pit Bull Mix,Blue,Mindy,11/14/2019 05:40:00 PM,11/14/2019 05:40:00 PM,09/12/2011,Dog,Spayed Female,8 years,Pit Bull Mix,Blue,0.0
A799854,Luna,07/12/2019 05:55:00 PM,07/12/2019 05:55:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Female,10 months,Chihuahua Shorthair,Red/White,Luna,07/22/2019 05:45:00 PM,07/22/2019 05:45:00 PM,08/12/2018,Dog,Spayed Female,11 months,Chihuahua Shorthair,Red/White,0.0
A813026,Stellar,02/02/2020 04:02:00 PM,02/02/2020 04:02:00 PM,6900 Circle S in Austin (TX),Stray,Normal,Dog,Intact Female,6 years,Pit Bull,Black/White,Stellar,02/02/2020 05:47:00 PM,02/02/2020 05:47:00 PM,02/02/2014,Dog,Intact Female,6 years,Pit Bull,Black/White,0.0
A789882,,03/01/2019 11:35:00 AM,03/01/2019 11:35:00 AM,101 Red River in Austin (TX),Stray,Normal,Dog,Intact Male,3 months,Rottweiler Mix,Black/Brown,,03/01/2019 02:34:00 PM,03/01/2019 02:34:00 PM,11/16/2018,Dog,Intact Male,3 months,Rottweiler Mix,Black/Brown,0.0
A722563,*Pax,03/18/2016 04:14:00 PM,03/18/2016 04:14:00 PM,Crystal Bend Dr And Emmanuel Dr in Travis (TX),Stray,Normal,Dog,Neutered Male,1 year,Boxer Mix,Red/White,*Pax,03/24/2016 07:00:00 PM,03/24/2016 07:00:00 PM,03/18/2015,Dog,Neutered Male,1 year,Boxer Mix,Red/White,0.0
A791726,,03/30/2019 04:39:00 PM,03/30/2019 04:39:00 PM,1600 East Hwy 71 in Austin (TX),Stray,Nursing,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black,,04/03/2019 12:34:00 PM,04/03/2019 12:34:00 PM,03/08/2019,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black,0.0
A784966,,11/24/2018 06:48:00 AM,11/24/2018 06:48:00 AM,Travis (TX),Stray,Nursing,Dog,Intact Female,1 day,Pit Bull Mix,Black/White,,11/25/2018 02:15:00 PM,11/25/2018 02:15:00 PM,11/23/2018,Dog,Intact Female,2 days,Pit Bull Mix,Black/White,0.0
A786340,*Boy,12/22/2018 02:34:00 PM,12/22/2018 02:34:00 PM,Travis (TX),Owner Surrender,Nursing,Dog,Intact Male,2 days,Dachshund Longhair/Chihuahua Longhair,Blue/Brown,*Boy,02/13/2019 04:15:00 PM,02/13/2019 04:15:00 PM,12/20/2018,Dog,Neutered Male,1 month,Dachshund Longhair/Chihuahua Longhair,Blue/Brown,0.0
A804404,*Caramel,09/14/2019 12:22:00 PM,09/14/2019 12:22:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Tortie,*Caramel,10/25/2019 02:47:00 PM,10/25/2019 02:47:00 PM,08/11/2019,Cat,Intact Female,2 months,Domestic Shorthair Mix,Tortie,0.0
A738091,Kingsley,11/09/2016 01:40:00 PM,11/09/2016 01:40:00 PM,5400 Atascosa in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever Mix,Black/White,Kingsley,12/09/2016 02:36:00 PM,12/09/2016 02:36:00 PM,11/09/2015,Dog,Intact Male,1 year,Labrador Retriever Mix,Black/White,0.0
A667388,*Veruca,11/17/2013 12:13:00 PM,11/17/2013 12:13:00 PM,9411 Rowlands Sayle Rd in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Longhair Mix,Brown Tabby/White,*Veruca,11/23/2013 02:26:00 PM,11/23/2013 02:26:00 PM,11/17/2012,Cat,Intact Female,1 year,Domestic Longhair Mix,Brown Tabby/White,0.0
A715569,*Janey,11/06/2015 10:29:00 AM,11/06/2015 10:29:00 AM,7503 Whistlestop Drive in Austin (TX),Stray,Normal,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Brown Tabby/White,*Janey,11/21/2015 12:10:00 PM,11/21/2015 12:10:00 PM,05/06/2015,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Brown Tabby/White,0.0
A780570,Luna,09/17/2018 11:13:00 AM,09/17/2018 11:13:00 AM,2705 Hoeke Ln in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Labrador Retriever Mix,Yellow,Luna,09/26/2018 03:36:00 PM,09/26/2018 03:36:00 PM,01/18/2017,Dog,Intact Female,1 year,Labrador Retriever Mix,Yellow,0.0
A766116,Max,02/02/2018 04:49:00 PM,02/02/2018 04:49:00 PM,Austin (TX),Public Assist,Normal,Dog,Neutered Male,3 years,Rottweiler/Staffordshire,Blue/Tan,Max,02/13/2018 11:14:00 AM,02/13/2018 11:14:00 AM,02/02/2015,Dog,Neutered Male,3 years,Rottweiler/Staffordshire,Blue/Tan,0.0
A705043,Ginger,06/12/2015 12:51:00 PM,06/12/2015 12:51:00 PM,Barton Skyway in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Miniature Poodle/Miniature Schnauzer,Cream,Ginger,06/16/2015 12:28:00 PM,06/16/2015 12:28:00 PM,06/12/2013,Dog,Spayed Female,2 years,Miniature Poodle/Miniature Schnauzer,Cream,0.0
A699809,,04/02/2015 04:56:00 PM,04/02/2015 04:56:00 PM,Applegate And Dessau in Austin (TX),Stray,Injured,Dog,Intact Male,3 months,Pit Bull Mix,Brown Brindle,,04/03/2015 03:47:00 PM,04/03/2015 03:47:00 PM,12/02/2014,Dog,Intact Male,4 months,Pit Bull Mix,Brown Brindle,1.0
A724501,,04/18/2016 03:59:00 PM,04/18/2016 03:59:00 PM,Mansfield Park Drive in Austin (TX),Stray,Normal,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Orange Tabby/White,,04/18/2016 05:57:00 PM,04/18/2016 05:57:00 PM,04/03/2016,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Orange Tabby/White,0.0
